station,valid,metar
LAF,2021-10-18 09:25,KLAF 180925Z AUTO 00000KT 1/2SM FG CLR 04/04 A3014 RMK T00400040 MADISHF
LAF,2021-10-18 09:30,KLAF 180930Z AUTO 00000KT 2 1/2SM BR CLR 04/04 A3015 RMK AO2 T00440039
LAF,2021-10-18 09:30,KLAF 180930Z AUTO 00000KT 2 1/2SM BR CLR 04/04 A3014 RMK T00400040 MADISHF
LAF,2021-10-18 09:35,KLAF 180935Z AUTO 00000KT 9SM CLR 04/04 A3014 RMK T00400040 MADISHF
LAF,2021-10-18 09:37,KLAF 180937Z AUTO 00000KT 10SM CLR 04/04 A3015 RMK AO2 T00440039
LAF,2021-10-18 09:40,KLAF 180940Z AUTO 00000KT 10SM CLR 04/04 A3014 RMK T00400040 MADISHF
LAF,2021-10-18 09:45,KLAF 180945Z AUTO 00000KT 10SM CLR 04/04 A3014 RMK T00400040 MADISHF
LAF,2021-10-18 09:50,KLAF 180950Z AUTO 00000KT 10SM CLR 04/04 A3014 RMK T00400040 MADISHF
LAF,2021-10-18 09:54,KLAF 180954Z AUTO 00000KT 10SM CLR 04/04 A3015 RMK AO2 SLP211 T00440039
LAF,2021-10-18 09:55,KLAF 180955Z AUTO 00000KT 10SM CLR 04/04 A3014 RMK T00400040 MADISHF
LAF,2021-10-18 10:00,KLAF 181000Z AUTO 00000KT 10SM CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 10:05,KLAF 181005Z AUTO 00000KT 8SM CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 10:10,KLAF 181010Z AUTO 00000KT 8SM CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 10:15,KLAF 181015Z AUTO 00000KT 10SM CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 10:20,KLAF 181020Z AUTO 00000KT 3SM BR CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 10:24,KLAF 181024Z AUTO 00000KT 1 3/4SM BR CLR 04/04 A3016 RMK AO2 VIS 1V5 T00440039
LAF,2021-10-18 10:25,KLAF 181025Z AUTO 00000KT 1 1/2SM BR CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 10:30,KLAF 181030Z AUTO 00000KT 2SM BR CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 10:34,KLAF 181034Z 00000KT 3SM BR CLR 04/03 A3016 RMK AO2 T00390033
LAF,2021-10-18 10:35,KLAF 181035Z AUTO 00000KT 5SM BR CLR 04/03 A3015 RMK T00400030 MADISHF
LAF,2021-10-18 10:40,KLAF 181040Z AUTO 00000KT 9SM CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 10:45,KLAF 181045Z AUTO 00000KT 10SM CLR 04/03 A3015 RMK T00400030 MADISHF
LAF,2021-10-18 10:50,KLAF 181050Z AUTO 00000KT 10SM CLR 04/03 A3015 RMK T00400030 MADISHF
LAF,2021-10-18 10:54,KLAF 181054Z 00000KT 10SM CLR 04/03 A3016 RMK AO2 SLP215 T00390033
LAF,2021-10-18 10:55,KLAF 181055Z AUTO 00000KT 10SM CLR 04/03 A3015 RMK T00400030 MADISHF
LAF,2021-10-18 11:00,KLAF 181100Z AUTO 00000KT 9SM CLR 04/03 A3015 RMK T00400030 MADISHF
LAF,2021-10-18 11:05,KLAF 181105Z AUTO 00000KT 4SM BR CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 11:10,KLAF 181110Z AUTO 00000KT 3SM BR CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 11:15,KLAF 181115Z AUTO 00000KT 5SM BR CLR 04/03 A3015 RMK T00400030 MADISHF
LAF,2021-10-18 11:20,KLAF 181120Z AUTO 00000KT 8SM CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 11:25,KLAF 181125Z AUTO 00000KT 8SM CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 11:30,KLAF 181130Z AUTO 00000KT 6SM BR CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 11:35,KLAF 181135Z AUTO 00000KT 6SM BR CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 11:40,KLAF 181140Z AUTO 00000KT 8SM CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 11:45,KLAF 181145Z AUTO 00000KT 5SM BR CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 11:50,KLAF 181150Z AUTO 00000KT 2 1/2SM BR CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 11:54,KLAF 181154Z 00000KT 10SM CLR 04/04 A3016 RMK AO2 SLP216 T00440044 10056 20033 51003
LAF,2021-10-18 11:55,KLAF 181155Z AUTO 00000KT 2 1/2SM BR CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 12:00,KLAF 181200Z AUTO 00000KT 10SM CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 12:05,KLAF 181205Z AUTO 00000KT 10SM CLR 04/04 A3015 RMK T00400040 MADISHF
LAF,2021-10-18 12:10,KLAF 181210Z AUTO 00000KT 10SM CLR 03/03 A3017 RMK T00300030 MADISHF
LAF,2021-10-18 12:15,KLAF 181215Z AUTO 00000KT 10SM CLR 04/04 A3017 RMK T00400040 MADISHF
LAF,2021-10-18 12:20,KLAF 181220Z AUTO 00000KT 10SM CLR 04/04 A3017 RMK T00400040 MADISHF
LAF,2021-10-18 12:25,KLAF 181225Z AUTO 00000KT 10SM CLR 04/04 A3017 RMK T00400040 MADISHF
LAF,2021-10-18 12:30,KLAF 181230Z AUTO 00000KT 10SM CLR 04/04 A3017 RMK T00400040 MADISHF
LAF,2021-10-18 12:35,KLAF 181235Z AUTO 00000KT 10SM CLR 04/04 A3017 RMK T00400040 MADISHF
LAF,2021-10-18 12:40,KLAF 181240Z AUTO 00000KT 10SM CLR 04/04 A3017 RMK T00400040 MADISHF
LAF,2021-10-18 12:45,KLAF 181245Z AUTO 00000KT 10SM CLR 04/04 A3018 RMK T00400040 MADISHF
LAF,2021-10-18 12:50,KLAF 181250Z AUTO 00000KT 10SM CLR 05/05 A3018 RMK T00500050 MADISHF
LAF,2021-10-18 12:54,KLAF 181254Z 00000KT 10SM CLR 05/05 A3018 RMK AO2 SLP222 T00500050
LAF,2021-10-18 12:55,KLAF 181255Z AUTO 00000KT 10SM CLR 05/05 A3018 RMK T00500050 MADISHF
LAF,2021-10-18 13:00,KLAF 181300Z AUTO 00000KT 10SM CLR 06/06 A3018 RMK T00600060 MADISHF
LAF,2021-10-18 13:05,KLAF 181305Z AUTO 00000KT 10SM CLR 06/06 A3018 RMK T00600060 MADISHF
LAF,2021-10-18 13:10,KLAF 181310Z AUTO 00000KT 10SM CLR 06/06 A3018 RMK T00600060 MADISHF
LAF,2021-10-18 13:15,KLAF 181315Z AUTO 00000KT 10SM CLR 07/07 A3018 RMK T00700070 MADISHF
LAF,2021-10-18 13:20,KLAF 181320Z AUTO 00000KT 10SM CLR 07/07 A3018 RMK T00700070 MADISHF
LAF,2021-10-18 13:25,KLAF 181325Z AUTO 00000KT 10SM CLR 07/07 A3018 RMK T00700070 MADISHF
LAF,2021-10-18 13:30,KLAF 181330Z AUTO 00000KT 10SM CLR 08/07 A3019 RMK T00800070 MADISHF
LAF,2021-10-18 13:35,KLAF 181335Z AUTO 00000KT 10SM CLR 08/07 A3019 RMK T00800070 MADISHF
LAF,2021-10-18 13:40,KLAF 181340Z AUTO 00000KT 10SM CLR 08/07 A3019 RMK T00800070 MADISHF
LAF,2021-10-18 13:45,KLAF 181345Z AUTO 00000KT 10SM CLR 08/07 A3019 RMK T00800070 MADISHF
LAF,2021-10-18 13:50,KLAF 181350Z AUTO 00000KT 10SM CLR 09/08 A3019 RMK T00900080 MADISHF
LAF,2021-10-18 13:54,KLAF 181354Z 00000KT 10SM CLR 09/08 A3019 RMK AO2 SLP224 T00890078
LAF,2021-10-18 13:55,KLAF 181355Z AUTO 00000KT 10SM CLR 09/08 A3019 RMK T00900080 MADISHF
LAF,2021-10-18 14:00,KLAF 181400Z AUTO 00000KT 10SM CLR 09/08 A3019 RMK T00900080 MADISHF
LAF,2021-10-18 14:05,KLAF 181405Z AUTO 00000KT 10SM CLR 09/08 A3019 RMK T00900080 MADISHF
LAF,2021-10-18 14:10,KLAF 181410Z AUTO 00000KT 10SM CLR 10/08 A3019 RMK T01000080 MADISHF
LAF,2021-10-18 14:15,KLAF 181415Z AUTO 00000KT 10SM CLR 11/08 A3019 RMK T01100080 MADISHF
LAF,2021-10-18 14:20,KLAF 181420Z AUTO 25002KT 10SM CLR 11/08 A3019 RMK T01100080 MADISHF
LAF,2021-10-18 14:25,KLAF 181425Z AUTO 25002KT 10SM CLR 11/08 A3019 RMK T01100080 MADISHF
LAF,2021-10-18 14:30,KLAF 181430Z AUTO 23002KT 10SM CLR 11/08 A3019 RMK T01100080 MADISHF
LAF,2021-10-18 14:35,KLAF 181435Z AUTO 00000KT 10SM CLR 11/08 A3019 RMK T01100080 MADISHF
LAF,2021-10-18 14:40,KLAF 181440Z AUTO 00000KT 10SM CLR 12/08 A3019 RMK T01200080 MADISHF
LAF,2021-10-18 14:45,KLAF 181445Z AUTO 00000KT 10SM CLR 12/09 A3019 RMK T01200090 MADISHF
LAF,2021-10-18 14:50,KLAF 181450Z AUTO 00000KT 10SM CLR 12/09 A3019 RMK T01200090 MADISHF
LAF,2021-10-18 14:54,KLAF 181454Z 27003KT 10SM CLR 12/09 A3019 RMK AO2 SLP225 T01220089 51009
LAF,2021-10-18 14:55,KLAF 181455Z AUTO 27002KT 10SM CLR 12/09 A3019 RMK T01200090 VRB03KT  MADISHF
LAF,2021-10-18 15:00,KLAF 181500Z AUTO 23004KT 10SM CLR 13/09 A3019 RMK T01300090 MADISHF
LAF,2021-10-18 15:05,KLAF 181505Z AUTO 27004KT 10SM CLR 13/09 A3019 RMK T01300090 MADISHF
LAF,2021-10-18 15:10,KLAF 181510Z AUTO 25004KT 10SM CLR 13/09 A3019 RMK T01300090 VRB04KT  MADISHF
LAF,2021-10-18 15:15,KLAF 181515Z AUTO 24004KT 10SM CLR 14/09 A3019 RMK T01400090 MADISHF
LAF,2021-10-18 15:20,KLAF 181520Z AUTO 23004KT 10SM CLR 14/09 A3019 RMK T01400090 VRB04KT  MADISHF
LAF,2021-10-18 15:25,KLAF 181525Z AUTO 25004KT 10SM CLR 14/09 A3019 RMK T01400090 MADISHF
LAF,2021-10-18 15:30,KLAF 181530Z AUTO 25004KT 10SM CLR 14/09 A3019 RMK T01400090 MADISHF
LAF,2021-10-18 15:35,KLAF 181535Z AUTO 26002KT 10SM CLR 15/09 A3019 RMK T01500090 VRB03KT  MADISHF
LAF,2021-10-18 15:40,KLAF 181540Z AUTO 23004KT 10SM CLR 15/09 A3019 RMK T01500090 VRB04KT  MADISHF
LAF,2021-10-18 15:45,KLAF 181545Z AUTO 24002KT 10SM CLR 16/09 A3019 RMK T01600090 VRB03KT  MADISHF
LAF,2021-10-18 15:50,KLAF 181550Z AUTO 26002KT 10SM CLR 16/10 A3019 RMK T01600100 VRB03KT  MADISHF
LAF,2021-10-18 15:54,KLAF 181554Z VRB04KT 10SM CLR 16/10 A3019 RMK AO2 SLP222 T01610100
LAF,2021-10-18 15:55,KLAF 181555Z AUTO 24004KT 10SM CLR 16/10 A3018 RMK T01600100 VRB04KT  MADISHF
LAF,2021-10-18 16:00,KLAF 181600Z AUTO 24002KT 10SM CLR 17/10 A3018 RMK T01700100 VRB03KT  MADISHF
LAF,2021-10-18 16:05,KLAF 181605Z AUTO 23004KT 10SM CLR 17/10 A3018 RMK T01700100 MADISHF
LAF,2021-10-18 16:10,KLAF 181610Z AUTO 25005KT 10SM CLR 17/10 A3018 RMK T01700100 MADISHF
LAF,2021-10-18 16:15,KLAF 181615Z AUTO 21004KT 10SM CLR 18/09 A3018 RMK T01800090 MADISHF
LAF,2021-10-18 16:20,KLAF 181620Z AUTO 20005KT 10SM CLR 18/09 A3018 RMK T01800090 MADISHF
LAF,2021-10-18 16:25,KLAF 181625Z AUTO 23005KT 10SM CLR 18/09 A3018 RMK T01800090 MADISHF
LAF,2021-10-18 16:30,KLAF 181630Z AUTO 24005KT 10SM CLR 18/08 A3018 RMK T01800080 MADISHF
LAF,2021-10-18 16:35,KLAF 181635Z AUTO 25004KT 10SM CLR 19/08 A3018 RMK T01900080 MADISHF
LAF,2021-10-18 16:40,KLAF 181640Z AUTO 23002KT 10SM CLR 19/08 A3018 RMK T01900080 MADISHF
LAF,2021-10-18 16:45,KLAF 181645Z AUTO 22005KT 10SM CLR 19/09 A3017 RMK T01900090 MADISHF
LAF,2021-10-18 16:50,KLAF 181650Z AUTO 20004KT 10SM CLR 19/08 A3017 RMK T01900080 VRB04KT  MADISHF
LAF,2021-10-18 16:54,KLAF 181654Z 21004KT 10SM CLR 19/08 A3017 RMK AO2 SLP218 T01890078
LAF,2021-10-18 16:55,KLAF 181655Z AUTO 19004KT 10SM CLR 19/08 A3017 RMK T01900080 VRB04KT  MADISHF
LAF,2021-10-18 17:00,KLAF 181700Z AUTO 24005KT 6SM HZ CLR 19/07 A3017 RMK T01900070 MADISHF
LAF,2021-10-18 17:05,KLAF 181705Z AUTO 22002KT 5SM HZ CLR 19/07 A3017 RMK T01900070 VRB03KT  MADISHF
LAF,2021-10-18 17:10,KLAF 181710Z AUTO 23004KT 6SM HZ CLR 19/07 A3015 RMK T01900070 VRB04KT  MADISHF
LAF,2021-10-18 17:15,KLAF 181715Z AUTO 21002KT 9SM CLR 20/08 A3015 RMK T02000080 VRB03KT  MADISHF
LAF,2021-10-18 17:20,KLAF 181720Z AUTO 19005KT 10SM CLR 19/07 A3015 RMK T01900070 MADISHF
LAF,2021-10-18 17:25,KLAF 181725Z AUTO 21004KT 10SM CLR 19/07 A3015 RMK T01900070 VRB04KT  MADISHF
LAF,2021-10-18 17:30,KLAF 181730Z AUTO 24002KT 8SM CLR 20/07 A3015 RMK T02000070 VRB03KT  MADISHF
LAF,2021-10-18 17:35,KLAF 181735Z AUTO 23005KT 8SM CLR 20/07 A3014 RMK T02000070 MADISHF
LAF,2021-10-18 17:40,KLAF 181740Z AUTO 26004KT 10SM CLR 20/07 A3014 RMK T02000070 VRB04KT  MADISHF
LAF,2021-10-18 17:45,KLAF 181745Z AUTO 00000KT 10SM CLR 20/07 A3014 RMK T02000070 MADISHF
LAF,2021-10-18 17:50,KLAF 181750Z AUTO 23005KT 9SM CLR 20/07 A3014 RMK T02000070 MADISHF
LAF,2021-10-18 17:54,KLAF 181754Z 26005KT 10SM CLR 21/08 A3015 RMK AO2 SLP209 T02060078 10206 20033 58014
LAF,2021-10-18 17:55,KLAF 181755Z AUTO 26004KT 9SM CLR 21/07 A3014 RMK T02100070 MADISHF
LAF,2021-10-18 18:00,KLAF 181800Z AUTO 24002KT 9SM CLR 21/07 A3014 RMK T02100070 VRB03KT  MADISHF
LAF,2021-10-18 18:05,KLAF 181805Z AUTO /////KT 10SM CLR 21/08 A3013 RMK T02100080 MADISHF
LAF,2021-10-18 18:10,KLAF 181810Z AUTO 25005KT 10SM CLR 21/07 A3013 RMK T02100070 MADISHF
LAF,2021-10-18 18:15,KLAF 181815Z AUTO 23002KT 10SM CLR 21/07 A3013 RMK T02100070 MADISHF
LAF,2021-10-18 18:20,KLAF 181820Z AUTO /////KT 10SM CLR 21/07 A3013 RMK T02100070 MADISHF
LAF,2021-10-18 18:25,KLAF 181825Z AUTO 25004KT 9SM CLR 21/07 A3013 RMK T02100070 MADISHF
LAF,2021-10-18 18:30,KLAF 181830Z AUTO 25005KT 9SM CLR 21/07 A3012 RMK T02100070 MADISHF
LAF,2021-10-18 18:35,KLAF 181835Z AUTO 26007KT 10SM CLR 21/06 A3012 RMK T02100060 MADISHF
LAF,2021-10-18 18:40,KLAF 181840Z AUTO 25008KT 10SM CLR 21/07 A3012 RMK T02100070 MADISHF
LAF,2021-10-18 18:45,KLAF 181845Z AUTO 25005KT 10SM CLR 21/06 A3012 RMK T02100060 MADISHF
LAF,2021-10-18 18:50,KLAF 181850Z AUTO 27005KT 10SM CLR 21/06 A3012 RMK T02100060 VRB06KT  MADISHF
LAF,2021-10-18 18:54,KLAF 181854Z 25008KT 10SM CLR 21/07 A3013 RMK AO2 SLP202 T02110067
LAF,2021-10-18 18:55,KLAF 181855Z AUTO 26009KT 10SM CLR 21/06 A3012 RMK T02100060 MADISHF
LAF,2021-10-18 19:00,KLAF 181900Z AUTO 28007KT 10SM CLR 21/06 A3012 RMK T02100060 MADISHF
LAF,2021-10-18 19:05,KLAF 181905Z AUTO 23005KT 9SM CLR 21/07 A3012 RMK T02100070 VRB05KT  MADISHF
LAF,2021-10-18 19:10,KLAF 181910Z AUTO 25008KT 8SM CLR 21/06 A3012 RMK T02100060 WND 21V28  MADISHF
LAF,2021-10-18 19:15,KLAF 181915Z AUTO 24005KT 7SM CLR 21/06 A3012 RMK T02100060 MADISHF
LAF,2021-10-18 19:20,KLAF 181920Z AUTO 27008KT 8SM CLR 21/06 A3012 RMK T02100060 MADISHF
LAF,2021-10-18 19:25,KLAF 181925Z AUTO 25005KT 10SM CLR 21/07 A3012 RMK T02100070 MADISHF
LAF,2021-10-18 19:30,KLAF 181930Z AUTO 25008KT 10SM CLR 21/07 A3012 RMK T02100070 MADISHF
LAF,2021-10-18 19:35,KLAF 181935Z AUTO 26007KT 10SM CLR 21/07 A3012 RMK T02100070 MADISHF
LAF,2021-10-18 19:40,KLAF 181940Z AUTO 24004KT 10SM CLR 21/07 A3012 RMK T02100070 MADISHF
LAF,2021-10-18 19:45,KLAF 181945Z AUTO 27008KT 10SM CLR 22/07 A3012 RMK T02200070 MADISHF
LAF,2021-10-18 19:50,KLAF 181950Z AUTO 25007KT 10SM CLR 21/08 A3011 RMK T02100080 MADISHF
LAF,2021-10-18 19:54,KLAF 181954Z 27009KT 10SM CLR 21/07 A3011 RMK AO2 SLP198 T02110072
LAF,2021-10-18 19:55,KLAF 181955Z AUTO 27007KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 20:00,KLAF 182000Z AUTO 25007KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 20:05,KLAF 182005Z AUTO 25008KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 20:10,KLAF 182010Z AUTO 23005KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 20:15,KLAF 182015Z AUTO 24007KT 9SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 20:20,KLAF 182020Z AUTO 26009KT 9SM CLR 21/06 A3011 RMK T02100060 MADISHF
LAF,2021-10-18 20:25,KLAF 182025Z AUTO 26010KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 20:30,KLAF 182030Z AUTO 26007KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 20:35,KLAF 182035Z AUTO 26007KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 20:40,KLAF 182040Z AUTO 27008KT 10SM CLR 21/06 A3011 RMK T02100060 MADISHF
LAF,2021-10-18 20:45,KLAF 182045Z AUTO 27007KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 20:50,KLAF 182050Z AUTO 26005KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 20:54,KLAF 182054Z 26006KT 10SM CLR 21/07 A3011 RMK AO2 SLP196 T02110067 56014
LAF,2021-10-18 20:55,KLAF 182055Z AUTO 26005KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 21:00,KLAF 182100Z AUTO 25005KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 21:05,KLAF 182105Z AUTO 26007KT 10SM CLR 21/08 A3011 RMK T02100080 MADISHF
LAF,2021-10-18 21:10,KLAF 182110Z AUTO 24007KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 21:15,KLAF 182115Z AUTO 27005KT 10SM CLR 21/06 A3011 RMK T02100060 MADISHF
LAF,2021-10-18 21:20,KLAF 182120Z AUTO 25005KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 21:25,KLAF 182125Z AUTO 25004KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 21:30,KLAF 182130Z AUTO 24005KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 21:35,KLAF 182135Z AUTO 25004KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 21:40,KLAF 182140Z AUTO /////KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 21:45,KLAF 182145Z AUTO 25004KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 21:50,KLAF 182150Z AUTO 23002KT 10SM CLR 21/07 A3011 RMK T02100070 MADISHF
LAF,2021-10-18 21:54,KLAF 182154Z 24003KT 9SM CLR 21/08 A3011 RMK AO2 SLP195 T02060078
LAF,2021-10-18 21:55,KLAF 182155Z AUTO 24004KT 9SM CLR 21/08 A3010 RMK T02100080 MADISHF
LAF,2021-10-18 22:00,KLAF 182200Z AUTO 23002KT 9SM CLR 21/07 A3010 RMK T02100070 MADISHF
LAF,2021-10-18 22:05,KLAF 182205Z AUTO 23002KT 7SM CLR 21/08 A3010 RMK T02100080 MADISHF
LAF,2021-10-18 22:10,KLAF 182210Z AUTO 00000KT 7SM CLR 21/07 A3010 RMK T02100070 MADISHF
LAF,2021-10-18 22:15,KLAF 182215Z AUTO 00000KT 8SM CLR 21/08 A3010 RMK T02100080 MADISHF
LAF,2021-10-18 22:20,KLAF 182220Z AUTO 00000KT 5SM HZ CLR 21/07 A3010 RMK T02100070 MADISHF
LAF,2021-10-18 22:25,KLAF 182225Z AUTO 00000KT 4SM HZ CLR 21/07 A3010 RMK T02100070 MADISHF
LAF,2021-10-18 22:30,KLAF 182230Z AUTO 00000KT 4SM HZ CLR 20/08 A3010 RMK T02000080 MADISHF
LAF,2021-10-18 22:35,KLAF 182235Z AUTO 00000KT 3SM HZ CLR 19/08 A3010 RMK T01900080 MADISHF
LAF,2021-10-18 22:40,KLAF 182240Z AUTO 00000KT 4SM HZ CLR 19/08 A3010 RMK T01900080 MADISHF
LAF,2021-10-18 22:45,KLAF 182245Z AUTO 00000KT 10SM CLR 18/09 A3010 RMK T01800090 MADISHF
LAF,2021-10-18 22:50,KLAF 182250Z AUTO 00000KT 10SM CLR 18/08 A3010 RMK T01800080 MADISHF
LAF,2021-10-18 22:54,KLAF 182254Z 00000KT 10SM CLR 17/09 A3010 RMK AO2 SLP193 T01670089
LAF,2021-10-18 22:55,KLAF 182255Z AUTO 00000KT 10SM CLR 17/09 A3010 RMK T01700090 MADISHF
LAF,2021-10-18 23:00,KLAF 182300Z AUTO 00000KT 10SM CLR 16/09 A3010 RMK T01600090 MADISHF
LAF,2021-10-18 23:05,KLAF 182305Z AUTO 00000KT 10SM CLR 16/09 A3010 RMK T01600090 MADISHF
LAF,2021-10-18 23:10,KLAF 182310Z AUTO 00000KT 10SM CLR 16/09 A3010 RMK T01600090 MADISHF
LAF,2021-10-18 23:15,KLAF 182315Z AUTO 00000KT 10SM CLR 15/10 A3010 RMK T01500100 MADISHF
LAF,2021-10-18 23:20,KLAF 182320Z AUTO 00000KT 10SM CLR 15/09 A3010 RMK T01500090 MADISHF
LAF,2021-10-18 23:25,KLAF 182325Z AUTO 00000KT 10SM CLR 15/09 A3010 RMK T01500090 MADISHF
LAF,2021-10-18 23:30,KLAF 182330Z AUTO 00000KT 10SM CLR 14/09 A3010 RMK T01400090 MADISHF
LAF,2021-10-18 23:35,KLAF 182335Z AUTO 00000KT 10SM CLR 14/09 A3010 RMK T01400090 MADISHF
LAF,2021-10-18 23:40,KLAF 182340Z AUTO 00000KT 10SM CLR 13/09 A3010 RMK T01300090 MADISHF
LAF,2021-10-18 23:45,KLAF 182345Z AUTO 00000KT 10SM CLR 13/09 A3010 RMK T01300090 MADISHF
LAF,2021-10-18 23:50,KLAF 182350Z AUTO 00000KT 10SM CLR 13/09 A3010 RMK T01300090 MADISHF
LAF,2021-10-18 23:54,KLAF 182354Z 00000KT 10SM CLR 13/09 A3010 RMK AO2 SLP196 T01330089 10217 20133 55002
LAF,2021-10-18 23:55,KLAF 182355Z AUTO 00000KT 10SM CLR 13/09 A3010 RMK T01300090 MADISHF
LAF,2021-10-19 00:00,KLAF 190000Z AUTO 00000KT 10SM CLR 13/09 A3011 RMK T01300090 MADISHF
LAF,2021-10-19 00:05,KLAF 190005Z AUTO 00000KT 10SM CLR 13/09 A3011 RMK T01300090 MADISHF
LAF,2021-10-19 00:10,KLAF 190010Z AUTO 00000KT 10SM CLR 13/09 A3011 RMK T01300090 MADISHF
LAF,2021-10-19 00:15,KLAF 190015Z AUTO 00000KT 10SM CLR 13/09 A3011 RMK T01300090 MADISHF
LAF,2021-10-19 00:20,KLAF 190020Z AUTO 00000KT 10SM CLR 13/09 A3011 RMK T01300090 MADISHF
LAF,2021-10-19 00:25,KLAF 190025Z AUTO 00000KT 10SM CLR 13/09 A3011 RMK T01300090 MADISHF
LAF,2021-10-19 00:30,KLAF 190030Z AUTO 00000KT 10SM CLR 13/09 A3011 RMK T01300090 MADISHF
LAF,2021-10-19 00:35,KLAF 190035Z AUTO 00000KT 10SM CLR 12/09 A3011 RMK T01200090 MADISHF
LAF,2021-10-19 00:40,KLAF 190040Z AUTO 00000KT 10SM CLR 12/09 A3011 RMK T01200090 MADISHF
LAF,2021-10-19 00:45,KLAF 190045Z AUTO 00000KT 10SM CLR 12/09 A3011 RMK T01200090 MADISHF
LAF,2021-10-19 00:50,KLAF 190050Z AUTO 00000KT 10SM CLR 12/09 A3011 RMK T01200090 MADISHF
LAF,2021-10-19 00:54,KLAF 190054Z AUTO 00000KT 10SM CLR 12/09 A3011 RMK AO2 SLP198 T01220089
LAF,2021-10-19 00:55,KLAF 190055Z AUTO 00000KT 10SM CLR 12/08 A3011 RMK T01200080 MADISHF
LAF,2021-10-19 01:00,KLAF 190100Z AUTO 00000KT 10SM CLR 12/08 A3011 RMK T01200080 MADISHF
LAF,2021-10-19 01:05,KLAF 190105Z AUTO 00000KT 10SM CLR 12/09 A3011 RMK T01200090 MADISHF
LAF,2021-10-19 01:10,KLAF 190110Z AUTO 00000KT 10SM CLR 12/09 A3011 RMK T01200090 MADISHF
LAF,2021-10-19 01:15,KLAF 190115Z AUTO 00000KT 10SM CLR 12/09 A3011 RMK T01200090 MADISHF
LAF,2021-10-19 01:20,KLAF 190120Z AUTO 00000KT 10SM CLR 12/08 A3011 RMK T01200080 MADISHF
LAF,2021-10-19 01:25,KLAF 190125Z AUTO 00000KT 10SM CLR 12/08 A3011 RMK T01200080 MADISHF
LAF,2021-10-19 01:30,KLAF 190130Z AUTO 00000KT 10SM CLR 12/08 A3012 RMK T01200080 MADISHF
LAF,2021-10-19 01:35,KLAF 190135Z AUTO 00000KT 10SM CLR 12/08 A3012 RMK T01200080 MADISHF
LAF,2021-10-19 01:40,KLAF 190140Z AUTO 00000KT 10SM CLR 12/08 A3011 RMK T01200080 MADISHF
LAF,2021-10-19 01:45,KLAF 190145Z AUTO 00000KT 10SM CLR 12/08 A3011 RMK T01200080 MADISHF
LAF,2021-10-19 01:50,KLAF 190150Z AUTO 00000KT 10SM CLR 11/08 A3012 RMK T01100080 MADISHF
