"id"	"date_published"	"region"	"quality"	"views"	"likes"	"shares"	"tags"	"recommendations"	"report"	"duration"	"day_views"	"night_views"	"size"
"7n6lc2169081v7"	"9/24/2020"	"Central Europe"	"1080p"	247575	2148	1236	48	1674	"N"	936	150556	97019	785
"8p1ez1268127r7"	"3/26/2020"	"North America"	"1080p"	316733	2197	1052	4	1619	"N"	1879	191196	125537	1538
"1x0ik4941653l4"	"12/18/2020"	"Central Europe"	"1080p"	236312	2349	1245	11	1804	"N"	2499	119030	117282	2081
"7k8ql0714680v0"	"8/4/2020"	"South America"	"480p"	291144	1683	727	22	1321	"N"	1646	170221	120923	406
"4k9rv2249982v9"	"7/4/2020"	"Western Europe"	"1080p"	322802	2568	1040	28	1830	"N"	264	206540	116262	195
"7e0zc1141937t1"	"5/5/2020"	"Middle East"	"1080p"	307912	2561	1117	71	1835	"N"	570	190171	117741	471
"3p6xg4757857t8"	"12/25/2020"	"Eastern Asia"	"1080p"	323465	2495	1290	11	1895	"N"	1459	217634	105831	1219
"7y0ud7173292g1"	"10/14/2020"	"Eastern Asia"	"720p"	359774	715	386	11	1499	"Y"	416	241814	117960	231
"7i7pc9269080a3"	"9/30/2020"	"North America"	"720p"	308001	2316	1258	17	1545	"N"	137	180000	128001	77
"1v8xi2152661s9"	"2/29/2020"	"Southeast Asia"	"1080p"	386623	2151	1183	14	1993	"N"	1292	236574	150049	1089
"5q6tc8685854w1"	"11/15/2020"	"Eastern Asia"	"360p"	286869	1172	732	45	1016	"N"	948	161869	125000	126
"5e0im2443434b3"	"4/27/2020"	"South Europe"	"1080p"	364782	2418	1110	17	1805	"N"	658	277790	86992	550
"1h5vb5897928t3"	"7/12/2020"	"Southeast Asia"	"720p"	293949	2341	1434	16	2029	"N"	1435	195682	98267	755
"4d5ux0188715h8"	"4/19/2020"	"Eastern Asia"	"1080p"	334748	2521	982	62	1878	"N"	216	159742	175006	177
"6b0os5154134r2"	"5/9/2020"	"Western Europe"	"720p"	277063	2206	1316	25	1772	"N"	1426	167303	109760	745
"9q1vv2858361z4"	"8/8/2020"	"Eastern Asia"	"720p"	326049	2618	1227	14	1811	"N"	2212	228333	97716	1170
"0m9qx2814040r1"	"12/7/2020"	"Western Europe"	"1080p"	350849	2554	1103	136	1892	"N"	115	214246	136603	80
"1n0yr3521441m4"	"12/22/2020"	"Eastern Asia"	"1080p"	330666	2445	1035	58	1651	"N"	602	203024	127642	511
"2t1ea0211033v3"	"6/12/2020"	"Eastern Asia"	"1080p"	272794	2649	1285	41	1727	"N"	4370	177507	95287	3642
"6k0ii7551877i3"	"6/3/2020"	"North America"	"480p"	219817	1349	877	30	1099	"N"	1762	158203	61614	436
"3a2qk9539530v2"	"1/11/2020"	"Eastern Asia"	"1080p"	278950	2383	1311	24	1871	"N"	410	174311	104639	327
"0y8pl5983116q7"	"6/4/2020"	"Eastern Asia"	"720p"	321915	2422	1185	48	1295	"N"	565	199698	122217	283
"8p8dv2435296v2"	"7/31/2020"	"South Asia"	"720p"	368307	2698	1206	5	1816	"N"	2386	223367	144940	1271
"2p1ys8377823z6"	"4/9/2020"	"North America"	"1080p"	365319	2166	1293	35	1777	"N"	501	211188	154131	424
"8j4yd3979694b3"	"5/23/2020"	"North America"	"720p"	293918	2868	1065	91	1356	"N"	1307	179800	114118	678
"0z9lu8357282o0"	"6/20/2020"	"Eastern Asia"	"1080p"	315483	2553	1153	55	1705	"N"	931	183857	131626	785
"1w9an9063724p1"	"5/29/2020"	"North America"	"720p"	299845	2471	1265	7	1458	"N"	5632	161717	138128	3015
"3r7ss6135622j1"	"12/15/2020"	"Western Europe"	"1080p"	326536	2192	1107	35	1790	"N"	212	216546	109990	176
"4a1gn8579424m9"	"7/12/2020"	"Eastern Asia"	"480p"	358692	1544	886	53	1498	"N"	1504	209540	149152	356
"1j7gc6098025h6"	"1/29/2020"	"North America"	"720p"	268660	2792	1186	40	1343	"N"	543	181854	86806	286
"5d6bl3880087r9"	"6/25/2020"	"Western Europe"	"1080p"	299085	2346	1113	49	2077	"N"	2667	159722	139363	2217
"9b2nb6035550f6"	"6/29/2020"	"North America"	"1080p"	313978	2316	1190	11	1923	"N"	549	205716	108262	464
"8l8br5435412l8"	"5/20/2020"	"Eastern Asia"	"1080p"	370068	2513	1105	27	2034	"N"	3250	256730	113338	2708
"8i3ld0636782o6"	"12/18/2020"	"South Europe"	"1080p"	242590	2692	1127	5	1762	"N"	3704	129876	112714	3095
"5n3kx1217802m5"	"10/22/2020"	"Eastern Europe"	"1080p"	358757	855	528	91	1788	"Y"	3234	190314	168443	2694
"1b4xo8226321p9"	"5/7/2020"	"North America"	"1080p"	303156	2350	1278	83	1582	"N"	3246	217068	86088	2707
"2n9lm5486432z1"	"3/15/2020"	"North America"	"480p"	360996	1555	860	14	1219	"N"	1606	206098	154898	406
"4k1ff0572118p0"	"2/29/2020"	"North America"	"720p"	365037	2624	1306	19	1527	"N"	332	208023	157014	174
"1w6gf5795529w9"	"5/31/2020"	"North America"	"1080p"	339813	2499	1178	103	2054	"N"	500	201724	138089	414
"7a1or1056725m1"	"11/16/2020"	"Middle East"	"1080p"	282229	2972	1335	7	1727	"N"	1665	126018	156211	1400
"0s9xl5190165j1"	"12/14/2020"	"North America"	"720p"	333010	2713	1297	25	1661	"N"	308	225863	107147	166
"6f2ll9683377t1"	"5/22/2020"	"Eastern Africa"	"720p"	292070	2021	1308	31	1558	"N"	314	155261	136809	186
"8q5js1960296n2"	"4/3/2020"	"North America"	"1080p"	342115	2316	1085	43	1648	"N"	308	195962	146153	251
"7g2be1320304p0"	"9/28/2020"	"North America"	"480p"	305220	1532	639	11	1455	"N"	3321	203398	101822	852
"1a5ry7270524a2"	"6/9/2020"	"Western Europe"	"1080p"	332104	2305	1204	35	1764	"N"	891	220398	111706	744
"6n8co8468440d2"	"10/4/2020"	"Middle East"	"1080p"	382445	2659	1272	14	1999	"N"	405	226738	155707	340
"4r7re2303299s2"	"12/21/2020"	"South Asia"	"720p"	274389	2615	1230	21	1526	"N"	455	198369	76020	236
"1z2jd0001081j1"	"8/12/2020"	"Oceania"	"720p"	259497	2104	1290	22	1584	"N"	3169	174922	84575	1676
"1q6od4285046o0"	"12/2/2020"	"Western Europe"	"1080p"	312743	2886	1134	20	1892	"N"	937	177994	134749	776
"9a8da9831482j7"	"9/4/2020"	"Eastern Asia"	"1080p"	247952	2277	1148	33	1762	"N"	1244	148428	99524	1025
"5n4rt5461373g3"	"11/15/2020"	"Eastern Asia"	"720p"	258860	2816	1239	2	1880	"N"	508	194443	64417	268
"5k8tt5082782r3"	"10/8/2020"	"Caribbean"	"1080p"	358398	2325	1258	8	1751	"N"	770	199059	159339	629
"5d1ot6892592c2"	"1/8/2020"	"North America"	"144p"	385023	1189	522	28	804	"Y"	298	204485	180538	20
"5z5lj6230288n7"	"8/21/2020"	"South America"	"1080p"	274933	1323	513	19	1801	"Y"	3780	172168	102765	3155
"5d0di8730449i2"	"9/27/2020"	"North America"	"720p"	278772	2263	1046	63	1468	"N"	2042	163129	115643	1085
"3b1pq3542923v0"	"10/23/2020"	"North America"	"144p"	279269	1021	493	91	742	"Y"	401	175485	103784	13
"8t1ig7108553r2"	"10/27/2020"	"Eastern Europe"	"1080p"	220299	2647	1302	44	1739	"N"	479	102875	117424	379
"7u2oe3365069u2"	"7/21/2020"	"Eastern Asia"	"1080p"	256321	1085	446	16	1911	"Y"	1292	122751	133570	1081
"7p9yh4307750r2"	"11/11/2020"	"Eastern Asia"	"720p"	300291	2178	1310	54	1614	"N"	197	174955	125336	82
"8z3tz5781127e1"	"6/11/2020"	"North America"	"1080p"	262305	2881	1436	9	1867	"N"	324	199665	62640	271
"5v5zm1147019t7"	"12/28/2020"	"Eastern Asia"	"720p"	255174	2837	1316	23	1666	"N"	355	162146	93028	189
"4l5bm8762310g2"	"9/15/2020"	"Western Europe"	"480p"	329815	1470	820	28	1196	"N"	150	210993	118822	39
"2y1qg9810229q6"	"11/2/2020"	"North America"	"1080p"	371137	2816	1167	3	1716	"N"	2318	209891	161246	1923
"3f1hb4189386c7"	"11/5/2020"	"Western Europe"	"720p"	360324	2271	1167	52	1759	"N"	2815	212666	147658	1506
"6c0nj1957639r2"	"5/19/2020"	"Eastern Asia"	"1080p"	341660	2121	1271	126	1950	"N"	183	183036	158624	161
"9c9fd0097984x3"	"3/7/2020"	"Eastern Asia"	"1080p"	352678	2508	1125	14	1897	"N"	1256	221889	130789	1040
"7f0qn3834348m3"	"2/22/2020"	"Central Asia"	"1080p"	370274	2355	1190	28	1762	"N"	1589	241058	129216	1324
"8c6lg0866795d4"	"1/17/2020"	"Eastern Asia"	"720p"	413266	2016	1288	41	1401	"N"	1131	247547	165719	592
"1n9dp9307303b3"	"12/9/2020"	"South Europe"	"480p"	216188	1089	570	6	1318	"Y"	989	110369	105819	244
"8p9xs6349594i7"	"6/16/2020"	"South Europe"	"720p"	302843	2660	958	29	1760	"N"	1687	204366	98477	908
"3x4ap0040333j4"	"10/27/2020"	"Western Europe"	"1080p"	286488	2673	1296	41	1779	"N"	1040	174307	112181	885
"5z8ww1458546h0"	"5/21/2020"	"Western Europe"	"720p"	228056	2473	1189	19	1768	"N"	242	159587	68469	135
"4z2pi8286412z0"	"2/6/2020"	"Middle East"	"1080p"	272457	2016	1179	9	1793	"N"	4602	153219	119238	3839
"1g4sl3825773m0"	"2/9/2020"	"Middle East"	"1080p"	328717	2538	1059	61	1730	"N"	9440	185013	143704	7853
"5v2nr4374539f0"	"12/15/2020"	"North America"	"1080p"	360384	1525	545	27	1791	"Y"	209	279367	81017	173
"9p8ay0883542p0"	"11/15/2020"	"Scandinavia"	"1080p"	392680	2601	1064	35	1519	"N"	166	234328	158352	135
"9j0jb9814600x8"	"11/25/2020"	"Caribbean"	"1080p"	373818	2707	949	138	2024	"N"	441	208992	164826	380
"2c2pz3599140n1"	"5/13/2020"	"Eastern Asia"	"720p"	381571	2611	1123	49	1718	"N"	657	223911	157660	367
"9f6iz0492880v3"	"11/11/2020"	"South America"	"720p"	287538	2494	1194	11	1644	"N"	412	176555	110983	228
"3a2qk4247802a2"	"1/6/2020"	"Middle East"	"360p"	333783	1251	544	122	1337	"N"	1152	190645	143138	169
"7l5ix5482016u7"	"6/22/2020"	"South Europe"	"720p"	242128	2313	1140	183	1442	"N"	1036	190517	51611	543
"7o1sv1574265k4"	"6/21/2020"	"North America"	"1080p"	278076	1946	1179	55	1825	"N"	321	198954	79122	250
"1u2en9673298k5"	"6/3/2020"	"Eastern Asia"	"1080p"	311156	2861	1383	87	1637	"N"	1361	216892	94264	1142
"8t6vi9863264b2"	"2/5/2020"	"South America"	"720p"	302146	2602	1146	16	1534	"N"	334	227586	74560	158
"3a1bt3420661b4"	"8/17/2020"	"Eastern Asia"	"1080p"	228373	2925	1216	8	1681	"N"	584	153232	75141	481
"3q0mx3273578s1"	"1/16/2020"	"Middle East"	"720p"	343673	2284	1209	8	1720	"N"	1380	207402	136271	750
"5h5mk6627000k7"	"4/21/2020"	"Western Europe"	"144p"	324637	982	487	20	853	"N"	135	217358	107279	6
"8j1lv0836730x8"	"1/19/2020"	"North America"	"480p"	330912	1655	782	43	1381	"N"	361	230223	100689	93
"2h1lz4250892m4"	"2/23/2020"	"North America"	"240p"	206708	1225	688	89	1063	"N"	1035	162829	43879	90
"5o3de9079790x6"	"4/22/2020"	"Central Europe"	"1080p"	441226	2956	1163	213	1971	"N"	2261	274404	166822	1888
"4r2jo1710907d1"	"10/11/2020"	"Western Europe"	"1080p"	389185	2949	1208	248	1723	"N"	3999	215195	173990	3322
"8e4fs2422796k8"	"6/23/2020"	"Eastern Asia"	"720p"	378656	2522	1229	66	1650	"N"	317	192289	186367	178
"5s0oi7732442w0"	"12/4/2020"	"North America"	"1080p"	361119	2856	1161	26	1797	"N"	619	229962	131157	515
"9o0xq9085658p0"	"7/19/2020"	"Southeast Asia"	"720p"	378367	2392	1385	25	1513	"N"	980	220436	157931	515
"5l5qm6842404d3"	"2/16/2020"	"Southeast Asia"	"360p"	269558	1024	498	178	974	"N"	1145	172337	97221	146
"2a2yx4862554f6"	"3/14/2020"	"Eastern Asia"	"720p"	263673	2310	1166	100	1624	"N"	112	153283	110390	53
"6h1ky6784478x8"	"2/12/2020"	"North America"	"720p"	291723	976	482	78	1589	"Y"	161	158528	133195	84
"8i9xe2920649w1"	"4/13/2020"	"Scandinavia"	"1080p"	339263	2262	1191	51	1740	"N"	662	192759	146504	543
"6s3jv6835781t9"	"11/5/2020"	"North America"	"1080p"	304859	2960	1117	80	1903	"N"	1029	187803	117056	868
"9h4bz7679893c9"	"1/3/2020"	"Middle East"	"720p"	436328	2502	1012	27	1412	"N"	1230	299931	136397	646
"0t7kh7544678o1"	"5/8/2020"	"South Europe"	"1080p"	283639	2540	1145	170	1693	"N"	1475	153125	130514	1226
"0q6ly8996475s0"	"3/2/2020"	"Middle East"	"720p"	251731	3244	1206	31	1547	"N"	813	152215	99516	438
"3p4nq4812212q1"	"6/1/2020"	"Eastern Asia"	"1080p"	297818	2975	1079	22	1657	"N"	505	198129	99689	423
"1l3tj1180096h3"	"1/23/2020"	"North America"	"720p"	272334	2443	1283	14	1695	"N"	223	155202	117132	137
"0j9nj7040496o5"	"3/1/2020"	"Eastern Asia"	"1080p"	330596	2229	1092	34	1864	"N"	398	205085	125511	333
"1y5tg7318308j7"	"8/22/2020"	"Central Europe"	"720p"	342812	2683	1250	13	1651	"N"	3692	168150	174662	1977
"7j4rt8668569i8"	"2/19/2020"	"Eastern Asia"	"1080p"	326670	2691	1186	23	1824	"N"	1639	208805	117865	1367
"3z2gk4680976n2"	"7/15/2020"	"South Europe"	"720p"	418935	2534	1099	9	1729	"N"	372	253368	165567	196
"0i1sb9300920m4"	"2/21/2020"	"South Europe"	"720p"	255543	996	501	29	1665	"Y"	1220	145764	109779	658
"1t0ud6724899y4"	"12/11/2020"	"North America"	"1080p"	354414	2503	1163	20	1424	"N"	1162	237452	116962	980
"9c8vg4963361c1"	"12/18/2020"	"North America"	"480p"	321954	1538	815	123	1410	"N"	239	181776	140178	43
"5v0nq9885775k9"	"1/27/2020"	"Eastern Asia"	"720p"	332278	2556	1171	254	1667	"N"	892	210581	121697	467
"3t8ur6591673p0"	"12/4/2020"	"Central Africa"	"720p"	267298	2636	1039	21	1727	"N"	348	183555	83743	183
"0m1qe0905734v6"	"6/11/2020"	"Eastern Europe"	"720p"	303946	2340	1329	6	1717	"N"	4538	204156	99790	2420
"1c8pv5906300g3"	"9/4/2020"	"North America"	"1080p"	309142	2146	1287	13	2126	"N"	1520	208123	101019	1269
"7b4mb3804762n1"	"6/11/2020"	"Western Europe"	"240p"	343580	1287	602	6	980	"N"	394	217296	126284	23
"8t8kc0455519w8"	"3/5/2020"	"South Europe"	"1080p"	414902	2908	1093	11	1995	"N"	553	260206	154696	464
"6d9co6549510h6"	"6/27/2020"	"North America"	"720p"	249924	2155	1093	95	1886	"N"	1176	205218	44706	638
"3u5xl4192287i2"	"3/23/2020"	"Caribbean"	"1080p"	366756	2685	1387	28	1871	"N"	479	191711	175045	406
"1w1bb8817179e3"	"9/17/2020"	"North America"	"1080p"	396364	2360	1265	15	1961	"N"	2200	255478	140886	1821
"8z4hi6574875q2"	"8/18/2020"	"North America"	"1080p"	240759	2801	1262	17	1620	"N"	16611	171731	69028	13839
"5q0de1285217s9"	"10/26/2020"	"Eastern Europe"	"720p"	258972	2587	1187	54	1221	"N"	715	185917	73055	384
"2q3aq4610171m6"	"3/7/2020"	"Central America"	"720p"	430867	2937	1436	15	1713	"N"	350	284981	145886	198
"7r1xt4482836l9"	"10/23/2020"	"North America"	"720p"	330811	2609	1126	45	1683	"N"	2177	205721	125090	1155
"1f5zz0711129c1"	"1/21/2020"	"Eastern Asia"	"1080p"	274337	2281	1207	22	1690	"N"	1796	192520	81817	1494
"8z6go7696942z3"	"12/15/2020"	"North America"	"1080p"	298616	2550	1216	68	1658	"N"	117	152846	145770	98
"0v6sq2515994z9"	"6/4/2020"	"Eastern Asia"	"1080p"	315158	1903	1101	9	1719	"N"	9384	184105	131053	7821
"6z1bh7755160e9"	"6/13/2020"	"Eastern Europe"	"1080p"	369256	2129	1242	22	1729	"N"	394	211559	157697	327
"7q1bs1981298h3"	"4/13/2020"	"North America"	"1080p"	381571	2855	1139	113	1882	"N"	1307	251612	129959	1084
"7x7of3776053q7"	"9/3/2020"	"Western Europe"	"144p"	421665	1110	521	8	781	"N"	1937	272893	148772	90
"0t4si5294208i8"	"12/20/2020"	"South Europe"	"720p"	332357	2933	1204	39	1388	"N"	365	221217	111140	193
"5y5sq2372066b4"	"6/3/2020"	"Western Europe"	"1080p"	267774	2681	1270	5	1980	"N"	2341	161251	106523	1957
"4l6nu8898590z2"	"7/2/2020"	"Western Europe"	"720p"	333336	2600	1257	32	1567	"N"	754	220944	112392	403
"7u2zw8227404w8"	"8/15/2020"	"North America"	"1080p"	286558	1784	969	30	1928	"N"	336	160482	126076	298
"2p6vx8667278d5"	"3/4/2020"	"Central Europe"	"1080p"	367165	2661	1329	40	1819	"N"	775	269731	97434	656
"9g3bw1444146z3"	"11/8/2020"	"Scandinavia"	"1080p"	256231	1907	1317	15	1877	"N"	5739	181684	74547	4797
"5n1dd7746498i8"	"4/27/2020"	"Caribbean"	"720p"	304536	1037	616	2	1367	"Y"	1301	193998	110538	707
"3r8pq5156272u9"	"1/10/2020"	"Eastern Asia"	"1080p"	331259	2927	1275	44	1895	"N"	523	200965	130294	429
"7z2dc3514981i9"	"12/15/2020"	"North America"	"1080p"	270887	541	516	26	1389	"Y"	211	166642	104245	169
"0x1hz6371294v2"	"5/7/2020"	"Western Europe"	"1080p"	372137	2336	1245	37	1727	"N"	1155	242146	129991	964
"3e9ky1161951d4"	"7/16/2020"	"Middle East"	"480p"	230941	1603	823	13	1520	"N"	1092	150719	80222	268
"6o2ia8890667r3"	"3/9/2020"	"Eastern Asia"	"144p"	241093	939	413	53	827	"N"	2506	149403	91690	111
"4u3ky2584225x2"	"9/11/2020"	"Eastern Asia"	"1080p"	366780	2296	1257	10	1588	"N"	5399	222917	143863	4484
"4k6ll2394674b7"	"3/16/2020"	"North America"	"1080p"	261194	948	530	36	1639	"Y"	3152	138949	122245	2613
"3s9zy3757527b7"	"9/18/2020"	"Scandinavia"	"1080p"	296524	2572	1282	58	1986	"N"	376	187417	109107	316
"3b0gw5453097g4"	"5/10/2020"	"North America"	"1080p"	357177	2596	1066	23	1708	"N"	2735	253114	104063	2290
"1k0zh5454024x1"	"5/3/2020"	"Eastern Asia"	"1080p"	340670	2212	1112	24	1843	"N"	8499	215667	125003	7068
"1o6pp7023358p0"	"11/3/2020"	"Eastern Asia"	"1080p"	241639	2702	1253	8	2105	"N"	4541	180585	61054	3783
"4k7ug9151389l5"	"5/16/2020"	"North America"	"1080p"	359131	2606	1047	18	1662	"N"	2202	267072	92059	1830
"5y6mp7125051z1"	"10/19/2020"	"South Europe"	"1080p"	376999	2009	1302	30	1669	"N"	1584	224693	152306	1295
"4x2hv2356023c9"	"3/18/2020"	"Western Europe"	"720p"	250783	2386	1257	15	1423	"N"	776	144265	106518	418
"1h1wc1880415i3"	"9/18/2020"	"Middle East"	"1080p"	321425	2474	1122	10	1915	"N"	262	204733	116692	217
"0l9ez5972436f1"	"9/24/2020"	"North Africa"	"360p"	391315	1353	618	7	1146	"N"	1739	227875	163440	239
"8b0zo8568400l3"	"10/9/2020"	"Central Europe"	"720p"	330868	2489	1180	11	1394	"N"	281	216847	114021	138
"0d7fa7198335z5"	"11/6/2020"	"South Europe"	"1080p"	310124	2606	1327	54	1890	"N"	631	194366	115758	525
"1g7dq7212524w8"	"2/11/2020"	"Eastern Europe"	"720p"	253484	1978	1067	30	1755	"N"	788	122846	130638	408
"8b6kk3140181m4"	"12/23/2020"	"North America"	"1080p"	215946	2493	1006	17	1909	"N"	1036	154695	61251	868
"8q6ga8859565s7"	"9/21/2020"	"South Asia"	"360p"	334102	1265	626	61	1190	"N"	977	248358	85744	136
"4d3mk8157795p6"	"2/15/2020"	"Eastern Asia"	"1080p"	287108	886	549	18	1778	"Y"	225	171977	115131	188
"8j4qr8116862s9"	"3/3/2020"	"Eastern Asia"	"480p"	262108	1450	863	41	1474	"N"	3006	158084	104024	753
"9y9hj0923013w7"	"3/24/2020"	"North America"	"720p"	282799	2752	1233	43	1469	"N"	148	215743	67056	82
"1d1xo9509498q1"	"8/6/2020"	"Eastern Asia"	"1080p"	321358	2525	1136	112	1846	"N"	832	209511	111847	712
"7j6xs2579695o0"	"2/7/2020"	"Scandinavia"	"480p"	322099	1451	872	42	1411	"N"	516	233223	88876	128
"2j4xd8186967h2"	"7/10/2020"	"Eastern Asia"	"1080p"	270266	2473	1012	6	1946	"N"	4293	191574	78692	3584
"8v4hj8593020u2"	"5/5/2020"	"Western Europe"	"1080p"	308114	2316	1220	45	1732	"N"	381	217470	90644	303
"2b1zb0422375m8"	"10/8/2020"	"Eastern Europe"	"1080p"	440751	2149	1235	9	1918	"N"	595	314340	126411	498
"5t0lu0366132h6"	"2/7/2020"	"Central Europe"	"1080p"	341633	2545	1202	42	1978	"N"	497	186749	154884	394
"6w1oa5922971u9"	"1/20/2020"	"Eastern Asia"	"1080p"	301842	2895	1366	60	1599	"N"	1946	167713	134129	1615
"6h6wq4155171a9"	"12/30/2020"	"Central Europe"	"480p"	354786	1555	697	36	1442	"N"	2165	243050	111736	539
"6d1uq9807815y6"	"5/25/2020"	"South America"	"720p"	403363	2874	1215	3	1675	"N"	324	299805	103558	171
"0n3db5488119s3"	"5/6/2020"	"Middle East"	"1080p"	322551	2825	1150	96	1968	"N"	3781	186976	135575	3128
"4i0rg0289151u6"	"9/13/2020"	"North America"	"1080p"	330498	2940	1238	19	1734	"N"	1492	213861	116637	1247
"4l9if8143427e6"	"6/26/2020"	"Eastern Europe"	"1080p"	359982	2366	1099	12	1760	"N"	695	207303	152679	586
"8n5ch8505166j6"	"10/16/2020"	"Eastern Asia"	"1080p"	328701	2562	1233	44	1871	"N"	416	195796	132905	352
"1d8pl2976868d4"	"6/4/2020"	"Southeast Asia"	"144p"	307357	1156	472	10	767	"N"	762	173457	133900	43
"3z1ce9079915q4"	"12/15/2020"	"Eastern Asia"	"1080p"	282111	2175	1364	17	2090	"N"	422	187943	94168	363
"9z2ja1223207g9"	"8/24/2020"	"Eastern Asia"	"1080p"	307982	2822	1028	18	1639	"N"	413	175879	132103	347
"9e1dn3454059b5"	"9/27/2020"	"Central Africa"	"720p"	312781	2831	1091	63	1616	"N"	1667	175595	137186	901
"5m4zs0058396s8"	"4/12/2020"	"North America"	"720p"	402604	987	570	73	1855	"Y"	662	240527	162077	365
"1w8jm2686263r4"	"7/10/2020"	"North America"	"720p"	275339	2328	1245	24	1502	"N"	254	190626	84713	139
"1u8ss8457975a1"	"7/1/2020"	"Central Europe"	"480p"	312889	1417	808	12	1502	"N"	176	179476	133413	47
"1m2vj1252665x6"	"2/5/2020"	"Western Europe"	"144p"	286890	1126	490	12	1002	"N"	986	171073	115817	51
"0x9ch0726686e6"	"3/15/2020"	"North America"	"1080p"	378359	2418	1226	96	1680	"N"	1264	231045	147314	1045
"6b9qp0154800v3"	"11/12/2020"	"Eastern Europe"	"1080p"	290862	2429	1201	31	1678	"N"	980	195464	95398	814
"9d9js1451247i6"	"5/7/2020"	"South America"	"720p"	326532	2892	1073	83	1253	"N"	6256	213648	112884	3344
"4x3dt7514682t1"	"3/14/2020"	"Central Europe"	"1080p"	267673	2472	962	22	1882	"N"	327	177164	90509	270
"3o0ml8703625w1"	"1/27/2020"	"Eastern Asia"	"1080p"	345394	2752	1311	211	1745	"N"	660	205924	139470	556
"6q1lb1733025n9"	"3/23/2020"	"South America"	"1080p"	321890	2173	1258	247	1913	"N"	143	231750	90140	113
"9r6jf5673442g7"	"7/12/2020"	"Middle East"	"360p"	311658	1173	585	86	1230	"N"	825	204320	107338	105
"4m0vl4825905l4"	"12/24/2020"	"South Africa"	"1080p"	372571	2131	1266	11	1767	"N"	8474	236733	135838	7074
"7m3rf2502178x3"	"3/2/2020"	"Middle East"	"1080p"	298081	2578	1284	5	1970	"N"	487	161264	136817	407
"7h2ul3955559n1"	"4/22/2020"	"Scandinavia"	"1080p"	360307	2449	1232	33	1792	"N"	347	274383	85924	293
"3i8my0544322m5"	"11/3/2020"	"Middle East"	"480p"	336473	1555	797	25	1046	"N"	1253	213197	123276	321
"7n0wt0169054z6"	"1/9/2020"	"South America"	"1080p"	278490	2344	1317	60	1972	"N"	668	140971	137519	557
"6i2ps0543452q0"	"11/30/2020"	"Caribbean"	"1080p"	348701	2694	1223	5	1753	"N"	574	227291	121410	478
"9a1hd4861378p8"	"4/16/2020"	"Eastern Asia"	"1080p"	279433	863	523	39	1977	"Y"	1834	153456	125977	1527
"1y6vn8471078m6"	"2/17/2020"	"Eastern Europe"	"720p"	309406	2424	1227	272	1638	"N"	8973	217688	91718	4780
"6x1db9759023x3"	"12/7/2020"	"North America"	"1080p"	347406	2414	1272	18	2049	"N"	1378	231266	116140	1150
"6z1rv8487819j7"	"2/18/2020"	"Central America"	"480p"	359649	1604	776	57	1433	"N"	152	182552	177097	40
"6z7ng5622437p4"	"5/12/2020"	"South Asia"	"720p"	252679	3199	1270	110	1477	"N"	96	159377	93302	75
"2s4yz9658027d4"	"7/26/2020"	"Southeast Asia"	"720p"	307629	2263	1216	43	1478	"N"	1390	202251	105378	750
"1q8he5073144c6"	"2/27/2020"	"North America"	"240p"	365233	1141	663	52	1238	"N"	199	207149	158084	3
"7j7ea9497512r7"	"12/20/2020"	"South Europe"	"480p"	351040	1440	860	33	1430	"N"	4961	236161	114879	1228
"6r9ek7314610x0"	"11/5/2020"	"North America"	"1080p"	313392	2651	1031	275	1481	"N"	1135	202902	110490	946
"6d9mp7639560b2"	"8/28/2020"	"South America"	"720p"	261215	2125	1254	10	1549	"N"	194	155033	106182	91
"0v7ks3600450h8"	"11/2/2020"	"North America"	"720p"	341821	2756	1265	9	1618	"N"	917	212647	129174	478
"8z0ss2909479c8"	"4/14/2020"	"Southeast Asia"	"720p"	450537	2710	1328	33	1337	"N"	697	305001	145536	364
"4u5bw4390223m2"	"11/8/2020"	"Eastern Asia"	"720p"	384948	2075	1110	11	1799	"N"	3291	227774	157174	1743
"9f9ed2259220z1"	"6/25/2020"	"Eastern Europe"	"720p"	261593	901	603	3	1333	"Y"	163	139207	122386	77
"0h8hs0786019a5"	"4/28/2020"	"South America"	"1080p"	331783	1863	1075	17	1827	"N"	224	249185	82598	168
"4j4oo7014249v8"	"9/17/2020"	"Eastern Asia"	"1080p"	261008	2850	1191	108	2121	"N"	245	169350	91658	191
"6s5mc4421537j4"	"12/28/2020"	"Middle East"	"720p"	343948	2697	1254	21	1529	"N"	967	195746	148202	526
"0z1mu0449519k2"	"9/8/2020"	"North America"	"1080p"	311754	2713	1144	139	2027	"N"	203	166121	145633	166
"5l9ap7058153v7"	"7/6/2020"	"South Europe"	"1080p"	372154	3017	1288	39	1861	"N"	220	232836	139318	204
"4x6fr8390962f8"	"12/3/2020"	"North America"	"720p"	358955	2130	1193	53	1354	"N"	688	277289	81666	373
"0p2ag6276269z6"	"6/8/2020"	"Western Europe"	"480p"	361884	1640	831	289	1614	"N"	2432	238092	123792	615
"1w6ke5110292s7"	"11/8/2020"	"Eastern Asia"	"1080p"	306154	2314	1173	142	2006	"N"	235	184178	121976	192
"2f3dg0384996b7"	"11/6/2020"	"North America"	"720p"	345078	2590	1230	8	1713	"N"	1927	205498	139580	1035
"5z8zi8886582k2"	"6/19/2020"	"North America"	"1080p"	351248	1282	480	13	1749	"Y"	829	203241	148007	697
